Volume Fraction,Fiber Shape,Fiber Length,Longitudinal Young's Modulus
0.6703334,3.0,2.0,36.085163
0.09539114,1.0,1.0,11.961511
0.053628944,2.0,1.0,7.007684
0.13375574,1.0,1.0,14.5745325
0.11307108,2.0,1.0,12.531437
0.17867228,1.0,2.0,17.499998
0.24877883,1.0,1.0,19.651516
0.68024635,3.0,2.0,39.838528
0.5828804,1.0,2.0,29.294287
0.22033516,2.0,2.0,18.63372
0.37821078,1.0,1.0,22.615854
0.089942805,1.0,1.0,11.961511
0.23391508,1.0,1.0,19.651516
0.32449415,1.0,1.0,21.322832
0.16894494,1.0,2.0,15.7176
0.050888065,1.0,1.0,6.5664635
0.23833153,1.0,1.0,19.651516
0.15830784,1.0,2.0,15.535065
0.27330574,2.0,1.0,20.158564
0.5530873,3.0,1.0,29.271967
0.677763,2.0,2.0,37.4427
0.64677614,1.0,2.0,36.008312
0.68921876,1.0,2.0,41.641685
0.09164026,3.0,1.0,11.961511
0.15974137,1.0,1.0,15.7176
0.5983789,3.0,2.0,33.17651
0.3580718,1.0,1.0,22.205038
0.05782446,3.0,2.0,8.043224
0.38840452,3.0,1.0,22.615854
0.46047553,3.0,1.0,26.437496
0.5158549,3.0,2.0,27.205091
0.34663695,2.0,2.0,21.322832
0.6368105,3.0,2.0,33.465996
0.27497578,1.0,1.0,20.158564
0.6142819,1.0,1.0,33.17651
0.23519586,1.0,2.0,19.651516
0.48814127,2.0,2.0,26.626593
0.41227466,3.0,1.0,24.245125
0.13804296,1.0,1.0,14.5745325
0.35015762,3.0,2.0,22.205038
0.6680664,1.0,2.0,36.085163
0.39846212,2.0,1.0,24.245125
0.10793871,2.0,1.0,12.531437
0.27310637,1.0,1.0,20.158564
0.13360938,2.0,2.0,14.5745325
0.6444677,3.0,2.0,34.46776
0.64551854,1.0,1.0,36.008312
0.56952935,1.0,2.0,29.294287
0.69294447,1.0,2.0,43.883812
0.64453197,1.0,2.0,34.46776
0.63714933,3.0,2.0,33.465996
0.6043963,1.0,2.0,33.17651
0.12922207,1.0,1.0,14.5745325
0.108318545,1.0,2.0,12.531437
0.21115203,1.0,1.0,17.673641
0.65129143,1.0,2.0,36.008312
0.4808742,3.0,2.0,26.626593
0.67393184,3.0,2.0,36.085163
0.6094571,3.0,2.0,33.17651
0.052421283,1.0,1.0,6.802192
0.20862886,1.0,1.0,17.499998
0.33627474,1.0,1.0,21.322832
0.4527198,3.0,2.0,25.300566
0.62551534,2.0,2.0,33.465996
0.30150884,3.0,1.0,21.322832
0.18573011,1.0,1.0,17.499998
0.6558235,1.0,2.0,36.008312
0.34172222,3.0,2.0,21.322832
0.07234446,1.0,2.0,10.034244
0.3976437,2.0,1.0,24.245125
0.5847765,3.0,2.0,29.294287
0.46250248,3.0,1.0,26.437496
0.5147078,3.0,1.0,27.205091
0.6616721,2.0,2.0,36.008312
0.25854045,3.0,2.0,19.651516
0.37027916,3.0,2.0,22.205038
0.5263377,1.0,1.0,28.998066
0.40448472,1.0,2.0,24.245125
0.6312191,3.0,2.0,33.465996
0.55922663,1.0,2.0,29.271967
0.30327973,1.0,1.0,21.322832
0.689882,3.0,1.0,41.641685
0.60273725,1.0,1.0,33.17651
0.6678533,1.0,2.0,36.085163
0.288155,2.0,1.0,21.322832
0.13270406,1.0,1.0,14.5745325
0.68511206,3.0,2.0,39.838528
0.25955567,1.0,1.0,19.651516
0.060949117,2.0,1.0,8.641277
0.6242073,1.0,2.0,33.465996
0.67543596,2.0,1.0,36.085163
0.6044744,1.0,1.0,33.17651
0.36751816,2.0,1.0,22.205038
0.05291427,1.0,1.0,6.802192
0.6362221,1.0,2.0,33.465996
0.47145224,2.0,1.0,26.437496
0.1349847,1.0,2.0,14.5745325
0.3062671,1.0,1.0,21.322832
0.5370138,1.0,1.0,28.998066
0.30341187,1.0,1.0,21.322832
0.6715652,2.0,2.0,36.085163
0.26027727,1.0,1.0,19.651516
0.055114612,1.0,2.0,7.007684
0.16646731,1.0,1.0,15.7176
0.09262677,1.0,1.0,11.961511
0.6910146,2.0,1.0,41.641685
0.41445166,3.0,2.0,24.245125
0.66673404,2.0,1.0,36.085163
0.21242848,1.0,1.0,17.673641
0.4744381,3.0,1.0,26.626593
0.40763474,1.0,2.0,24.245125
0.1460706,1.0,1.0,14.843857
0.20062768,1.0,1.0,17.499998
0.42383623,1.0,1.0,24.245125
0.61190516,3.0,1.0,33.17651
0.42376778,3.0,2.0,24.245125
0.45339304,1.0,1.0,25.300566
0.34776887,1.0,2.0,21.388996
0.45815712,2.0,2.0,26.019014
0.69688547,1.0,1.0,45.131943
0.6011433,1.0,1.0,33.17651
0.6556841,1.0,1.0,36.008312
0.0746477,1.0,1.0,10.076854
0.6788034,2.0,1.0,39.838528
0.32248098,1.0,1.0,21.322832
0.326663,3.0,1.0,21.322832
0.59657663,1.0,1.0,33.17651
0.102246374,1.0,2.0,11.961511
0.39303398,1.0,1.0,22.615854
0.33658397,1.0,2.0,21.322832
0.13771306,1.0,2.0,14.5745325
0.459232,3.0,2.0,26.019014
0.41689596,1.0,2.0,24.245125
0.28097218,3.0,1.0,20.158564
0.27285916,1.0,1.0,20.158564
0.4407808,1.0,2.0,25.300566
0.13657029,1.0,1.0,14.5745325
0.6850845,3.0,2.0,39.838528
0.06507839,1.0,1.0,9.455333
0.06433127,2.0,1.0,9.455333
0.14015767,3.0,2.0,14.5745325
0.6294618,1.0,2.0,33.465996
0.46401352,1.0,1.0,26.437496
0.4882069,3.0,1.0,26.626593
0.14300586,1.0,1.0,14.843857
0.607785,1.0,1.0,33.17651
0.42430553,2.0,2.0,24.245125
0.118721895,3.0,1.0,12.531437
0.44702354,1.0,2.0,25.300566
0.47901157,1.0,1.0,26.626593
0.38391948,2.0,1.0,22.615854
0.32922873,1.0,2.0,21.322832
0.5422335,2.0,2.0,28.998066
0.12324307,2.0,2.0,14.5745325
0.66436356,1.0,2.0,36.085163
0.63461936,3.0,2.0,33.465996
0.6242295,3.0,2.0,33.465996
0.4999348,2.0,1.0,27.205091
0.42344853,2.0,2.0,24.245125
0.24071865,1.0,2.0,19.651516
0.52895117,1.0,1.0,28.998066
0.68703806,3.0,1.0,41.641685
0.2665199,3.0,2.0,20.158564
0.57150316,2.0,1.0,29.294287
0.27827334,3.0,2.0,20.158564
0.11985421,1.0,1.0,14.5745325
0.14755484,3.0,2.0,14.843857
0.5291232,3.0,1.0,28.998066
0.45687473,1.0,1.0,25.300566
0.11414547,1.0,1.0,12.531437
0.69053763,1.0,2.0,41.641685
0.63067406,2.0,2.0,33.465996
0.2635732,1.0,2.0,19.651516
0.6046288,1.0,2.0,33.17651
0.49120098,2.0,1.0,26.626593
0.6164323,1.0,2.0,33.465996
0.3119376,1.0,1.0,21.322832
0.12788132,1.0,1.0,14.5745325
0.4929829,2.0,2.0,26.626593
0.56972563,1.0,2.0,29.294287
0.66982883,1.0,1.0,36.085163
0.3527657,1.0,1.0,22.205038
0.2861747,1.0,1.0,21.322832
0.68565404,1.0,1.0,41.641685
0.58318293,3.0,1.0,29.294287
0.17441581,3.0,2.0,17.499998
0.44150695,3.0,1.0,25.300566
0.65395254,2.0,2.0,36.008312
0.5669554,1.0,2.0,29.294287
0.3712684,2.0,1.0,22.615854
0.36001334,1.0,2.0,22.205038
0.6380816,1.0,2.0,33.465996
0.39083517,1.0,1.0,22.615854
0.13371193,1.0,2.0,14.5745325
0.51534927,3.0,2.0,27.205091
0.6488104,1.0,1.0,36.008312
0.69119316,2.0,1.0,42.799847
0.63630605,3.0,2.0,33.465996
0.6558791,1.0,1.0,36.008312
0.3257592,3.0,1.0,21.322832
0.198026,3.0,2.0,17.499998
0.061784152,2.0,1.0,8.641277
0.42977566,2.0,1.0,25.300566
0.5147882,1.0,1.0,27.205091
0.61133987,3.0,2.0,33.17651
0.15740244,1.0,1.0,15.535065
0.32549703,3.0,2.0,21.322832
0.5368737,1.0,1.0,28.998066
0.49498433,1.0,2.0,26.626593
0.082120664,3.0,2.0,10.864187
0.6426148,1.0,2.0,33.465996
0.136124,1.0,1.0,14.5745325
0.31173155,1.0,2.0,21.322832
0.4256793,3.0,2.0,24.245125
0.62487435,2.0,2.0,33.465996
0.29028872,2.0,1.0,21.322832
0.21933703,1.0,1.0,18.63372
0.67299706,1.0,1.0,36.085163
0.24212277,1.0,1.0,19.651516
0.52678543,1.0,1.0,28.998066
0.12864728,1.0,1.0,14.5745325
0.49841157,1.0,1.0,26.626593
0.5503661,1.0,1.0,29.271967
0.5283988,3.0,1.0,28.998066
0.62863165,3.0,1.0,33.465996
0.24328129,3.0,1.0,19.651516
0.68346274,2.0,2.0,39.838528
0.12539251,1.0,1.0,14.5745325
0.525203,3.0,2.0,28.998066
0.076719515,3.0,1.0,10.076854
0.36901608,2.0,2.0,22.205038
0.6678926,1.0,2.0,36.085163
0.39506167,1.0,2.0,22.615854
0.09737405,1.0,1.0,11.961511
0.13169749,1.0,1.0,14.5745325
0.6404125,1.0,2.0,33.465996
0.63528794,1.0,2.0,33.465996
0.26510826,2.0,2.0,19.651516
0.2005708,2.0,1.0,17.499998
0.6709082,2.0,1.0,36.085163
0.23383427,1.0,1.0,19.651516
0.17036851,1.0,2.0,15.7176
0.24595828,2.0,2.0,19.651516
0.14632495,1.0,1.0,14.843857
0.07833885,1.0,1.0,10.150851
0.5501219,3.0,2.0,29.271967
0.22938402,1.0,1.0,18.63372
0.23435067,3.0,1.0,19.651516
0.16892776,1.0,2.0,15.7176
0.689266,1.0,1.0,41.641685
0.6583531,1.0,2.0,36.008312
0.5047003,1.0,2.0,27.205091
0.48332056,1.0,2.0,26.626593
0.47290105,1.0,1.0,26.626593
0.48528156,2.0,1.0,26.626593
0.16946457,1.0,1.0,15.7176
0.2123343,1.0,1.0,17.673641
0.6795157,1.0,1.0,39.838528
0.47149095,2.0,2.0,26.437496
0.0728108,3.0,1.0,10.076854
0.44630033,1.0,1.0,25.300566
0.15202852,2.0,2.0,15.535065
0.39272717,1.0,1.0,22.615854
0.079034686,3.0,2.0,10.150851
0.5261077,3.0,1.0,28.998066
0.6837301,3.0,2.0,39.838528
0.18521194,1.0,2.0,17.499998
0.13107724,1.0,1.0,14.5745325
0.13657673,3.0,1.0,14.5745325
0.36202177,1.0,1.0,22.205038
0.5855205,3.0,1.0,29.294287
0.22809303,1.0,2.0,18.63372
0.67851406,1.0,1.0,39.838528
0.55014515,1.0,2.0,29.271967
0.68395555,1.0,1.0,39.838528
0.21204884,3.0,1.0,17.673641
0.6306723,1.0,2.0,33.465996
0.14102674,1.0,1.0,14.843857
0.6469207,1.0,1.0,36.008312
0.3289652,1.0,1.0,21.322832
0.32619452,3.0,2.0,21.322832
0.43365285,1.0,1.0,25.300566
0.555176,1.0,1.0,29.271967
0.32750338,1.0,2.0,21.322832
0.62848127,3.0,2.0,33.465996
0.6525267,3.0,2.0,36.008312
0.53539354,1.0,1.0,28.998066
0.24522059,1.0,1.0,19.651516
0.5578601,3.0,2.0,29.271967
0.28781575,2.0,1.0,21.322832
0.45468342,3.0,2.0,25.300566
0.6010308,1.0,1.0,33.17651
0.059097156,3.0,2.0,8.043224
0.58734405,1.0,1.0,29.294287
0.6070211,1.0,2.0,33.17651
0.6577966,3.0,1.0,36.008312
0.11960617,3.0,1.0,12.531437
0.6080622,1.0,1.0,33.17651
0.36526525,1.0,2.0,22.205038
0.21231556,3.0,2.0,17.673641
0.17780273,3.0,1.0,17.499998
0.5656389,1.0,1.0,29.294287
0.6879627,1.0,1.0,41.641685
0.16870435,1.0,1.0,15.7176
0.18646234,3.0,2.0,17.499998
0.32215443,1.0,2.0,21.322832
0.65609914,2.0,2.0,36.008312
0.29796073,2.0,2.0,21.322832
0.27680388,3.0,1.0,20.158564
0.070433244,1.0,2.0,9.455333
0.6638266,3.0,2.0,36.034595
0.5108679,1.0,1.0,27.205091
0.085457414,3.0,1.0,10.864187
0.17904635,2.0,1.0,17.499998
0.65626484,3.0,2.0,36.008312
0.25845388,3.0,2.0,19.651516
0.20958214,2.0,1.0,17.499998
0.08287871,3.0,2.0,10.864187
0.4734623,1.0,1.0,26.626593
0.07460922,2.0,1.0,10.076854
0.34087053,1.0,1.0,21.322832
0.1691143,2.0,2.0,15.7176
0.45049298,1.0,1.0,25.300566
0.40677658,1.0,1.0,24.245125
0.2733211,1.0,2.0,20.158564
0.2165157,2.0,2.0,17.673641
0.57568073,3.0,2.0,29.294287
0.1374474,3.0,2.0,14.5745325
0.3856465,1.0,2.0,22.615854
0.20363359,2.0,1.0,17.499998
0.47346622,1.0,1.0,26.626593
0.48516682,1.0,1.0,26.626593
0.4932436,2.0,2.0,26.626593
0.4291463,1.0,1.0,25.300566
0.24745546,3.0,1.0,19.651516
0.0783507,3.0,1.0,10.150851
0.4458642,1.0,1.0,25.300566
0.64913493,1.0,2.0,36.008312
0.66359484,1.0,2.0,36.008312
0.3529931,1.0,1.0,22.205038
0.620659,3.0,1.0,33.465996
0.079374366,1.0,1.0,10.864187
0.672648,3.0,1.0,36.085163
0.5545381,3.0,2.0,29.271967
0.135169,1.0,2.0,14.5745325
0.5560802,3.0,2.0,29.271967
0.56966084,1.0,1.0,29.294287
0.43015257,1.0,2.0,25.300566
0.1145996,1.0,1.0,12.531437
0.46786293,1.0,2.0,26.437496
0.10817967,2.0,2.0,12.531437
0.2574522,2.0,1.0,19.651516
0.512296,1.0,2.0,27.205091
0.5297596,1.0,1.0,28.998066
0.6756431,3.0,2.0,36.085163
0.06114827,3.0,2.0,8.641277
0.057034828,1.0,1.0,8.032019
0.56370103,2.0,1.0,29.294287
0.61200744,3.0,1.0,33.17651
0.4847794,1.0,1.0,26.626593
0.05324484,2.0,2.0,6.802192
0.05930736,3.0,1.0,8.641277
0.45061338,3.0,2.0,25.300566
0.3250662,3.0,1.0,21.322832
0.43257758,3.0,2.0,25.300566
0.34076658,3.0,2.0,21.322832
0.34560478,3.0,2.0,21.322832
0.08768013,1.0,1.0,11.465458
0.4769374,2.0,1.0,26.626593
0.46919075,2.0,2.0,26.437496
0.54584277,3.0,2.0,29.271967
0.2865399,1.0,1.0,21.322832
0.69748545,1.0,2.0,45.131943
0.08272792,2.0,2.0,10.864187
0.1088262,1.0,2.0,12.531437
0.44451556,3.0,2.0,25.300566
0.68548477,2.0,2.0,41.641685
0.38930786,2.0,1.0,22.615854
0.15649675,1.0,1.0,15.535065
0.6534042,3.0,1.0,36.008312
0.5027171,2.0,1.0,27.205091
0.06564395,1.0,1.0,9.455333
0.66421753,1.0,1.0,36.085163
0.58983207,1.0,2.0,29.294287
0.33876678,1.0,2.0,21.322832
0.6414854,2.0,2.0,33.465996
0.63434476,3.0,2.0,33.465996
0.41336083,2.0,1.0,24.245125
0.49622682,1.0,2.0,26.626593
0.34606355,3.0,2.0,21.322832
0.26130491,1.0,1.0,19.651516
0.52925247,1.0,1.0,28.998066
0.18287647,1.0,1.0,17.499998
0.6283059,1.0,1.0,33.465996
0.6779208,3.0,1.0,39.838528
0.49483,3.0,2.0,26.626593
0.31829834,3.0,2.0,21.322832
0.38688055,2.0,2.0,22.615854
0.36813688,1.0,1.0,22.205038
0.33556017,1.0,2.0,21.322832
0.14814474,1.0,2.0,14.843857
0.4574073,1.0,2.0,25.300566
0.37179357,1.0,1.0,22.615854
0.6014396,1.0,1.0,33.17651
0.6631561,2.0,2.0,36.008312
0.18541224,1.0,1.0,17.499998
0.15736814,3.0,1.0,15.535065
0.3020654,2.0,1.0,21.322832
0.22875993,2.0,1.0,18.63372
0.34637666,3.0,2.0,21.322832
0.6034093,1.0,1.0,33.17651
0.50075734,1.0,2.0,27.205091
0.62935627,3.0,1.0,33.465996
0.5416513,1.0,1.0,28.998066
0.1918421,2.0,1.0,17.499998
0.205505,1.0,1.0,17.499998
0.57550156,1.0,2.0,29.294287
0.6743936,3.0,2.0,36.085163
0.5104516,1.0,1.0,27.205091
0.120459855,1.0,1.0,14.5745325
0.49363494,2.0,2.0,26.626593
0.68757904,1.0,1.0,41.641685
0.2861008,1.0,1.0,21.322832
0.1679853,3.0,1.0,15.7176
0.15108098,3.0,1.0,15.535065
0.6325416,1.0,1.0,33.465996
0.64226705,1.0,2.0,33.465996
0.56236947,1.0,2.0,29.294287
0.19224438,1.0,1.0,17.499998
0.30294168,1.0,1.0,21.322832
0.20552413,3.0,1.0,17.499998
0.30345067,1.0,1.0,21.322832
0.47556487,3.0,1.0,26.626593
0.30691364,1.0,1.0,21.322832
0.13321273,3.0,2.0,14.5745325
0.29095697,3.0,2.0,21.322832
0.15720409,2.0,2.0,15.535065
0.14994809,2.0,1.0,15.535065
0.64747006,1.0,1.0,36.008312
0.41127476,1.0,2.0,24.245125
0.676629,2.0,2.0,36.085163
0.22571225,2.0,1.0,18.63372
0.0560609,3.0,2.0,7.4782887
0.24628353,1.0,2.0,19.651516
0.65465236,3.0,2.0,36.008312
0.6418645,1.0,2.0,33.465996
0.17205943,3.0,1.0,17.499998
0.3526199,1.0,1.0,22.205038
0.14347439,1.0,1.0,14.843857
0.11437725,2.0,2.0,12.531437
0.31526282,2.0,2.0,21.322832
0.5990661,1.0,1.0,33.17651
0.051594082,1.0,1.0,6.5664635
0.6396142,2.0,1.0,33.465996
0.36805415,1.0,2.0,22.205038
0.06360364,1.0,1.0,8.641277
0.47704118,1.0,2.0,26.626593
0.6613134,3.0,2.0,36.008312
0.6224396,3.0,2.0,33.465996
0.62079954,3.0,1.0,33.465996
0.61666864,1.0,2.0,33.465996
0.68808824,3.0,2.0,41.641685
0.21684074,1.0,1.0,17.673641
0.6037781,1.0,1.0,33.17651
0.5727198,1.0,1.0,29.294287
0.64797026,3.0,1.0,36.008312
0.4793559,1.0,1.0,26.626593
0.58830196,3.0,2.0,29.294287
0.37726495,1.0,2.0,22.615854
0.6960894,1.0,2.0,43.883812
0.47550887,1.0,1.0,26.626593
0.69404584,1.0,2.0,43.883812
0.07451827,1.0,2.0,10.076854
0.22100952,3.0,1.0,18.63372
0.510918,3.0,1.0,27.205091
0.3021034,1.0,1.0,21.322832
0.2685907,1.0,1.0,20.158564
0.4526388,3.0,2.0,25.300566
0.57320136,1.0,1.0,29.294287
0.081231646,2.0,1.0,10.864187
0.49093875,1.0,1.0,26.626593
0.6146632,1.0,2.0,33.17651
0.36502168,1.0,1.0,22.205038
0.26455504,1.0,1.0,19.651516
0.52738154,1.0,1.0,28.998066
0.6684832,2.0,2.0,36.085163
0.67419875,1.0,1.0,36.085163
0.34666947,3.0,2.0,21.322832
0.56437844,3.0,2.0,29.294287
0.6895286,3.0,2.0,41.641685
0.6477825,3.0,1.0,36.008312
0.67028666,3.0,2.0,36.085163
0.16709116,1.0,1.0,15.7176
0.50866944,1.0,2.0,27.205091
0.5840057,1.0,2.0,29.294287
0.15651776,1.0,1.0,15.535065
0.47402784,1.0,1.0,26.626593
0.15236641,1.0,1.0,15.535065
0.56394273,1.0,1.0,29.294287
0.4269216,1.0,2.0,25.226254
0.6930245,3.0,1.0,43.883812
0.09909122,3.0,1.0,11.961511
0.33396548,3.0,1.0,21.322832
0.12014607,2.0,2.0,14.5745325
0.63504654,1.0,2.0,33.465996
0.5834791,1.0,1.0,29.294287
0.53342134,3.0,1.0,28.998066
0.37548473,1.0,1.0,22.615854
0.20848806,1.0,1.0,17.499998
0.5273527,3.0,2.0,28.998066
0.69143087,3.0,2.0,42.799847
0.09325261,1.0,2.0,11.961511
0.12298716,1.0,1.0,14.5745325
0.123726875,1.0,1.0,14.5745325
0.64241624,3.0,1.0,33.465996
0.15608226,3.0,1.0,15.535065
0.682664,2.0,2.0,39.838528
0.10587179,1.0,1.0,12.531437
0.42994368,3.0,1.0,25.300566
0.14360729,1.0,2.0,14.843857
0.2887762,1.0,1.0,21.322832
0.33392948,1.0,1.0,21.322832
0.3685678,1.0,2.0,22.205038
0.6200163,1.0,2.0,33.465996
0.18459494,3.0,2.0,17.499998
0.6082632,3.0,1.0,33.17651
0.37222874,1.0,1.0,22.615854
0.057422336,3.0,1.0,8.043224
0.67021614,1.0,2.0,36.085163
0.6187102,1.0,1.0,33.465996
0.31833175,1.0,2.0,21.322832
0.60537994,1.0,1.0,33.17651
0.6773487,1.0,2.0,36.085163
0.598552,2.0,2.0,33.17651
0.37026456,3.0,2.0,22.205038
0.6801204,2.0,1.0,39.838528
0.46399486,1.0,1.0,26.437496
0.6375003,3.0,2.0,33.465996
0.28777763,3.0,2.0,21.322832
0.083359644,1.0,2.0,10.864187
0.6497537,1.0,2.0,36.008312
0.38683474,1.0,1.0,22.615854
0.554478,3.0,2.0,29.271967
0.33128986,1.0,1.0,21.322832
0.20026948,3.0,2.0,17.499998
0.57165915,3.0,2.0,29.294287
0.5169404,1.0,1.0,27.205091
0.05569046,1.0,1.0,7.4782887
0.21771736,3.0,1.0,17.673641
0.6100786,1.0,1.0,33.17651
0.64650315,1.0,1.0,36.008312
0.53506875,1.0,2.0,28.998066
0.09147519,2.0,1.0,11.961511
0.28563997,1.0,1.0,21.322832
0.19206691,1.0,1.0,17.499998
0.38733494,1.0,2.0,22.615854
0.4329604,2.0,1.0,25.300566
0.5333592,1.0,1.0,28.998066
0.6276634,2.0,1.0,33.465996
0.256808,2.0,1.0,19.651516
0.389709,2.0,1.0,22.615854
0.107658036,2.0,1.0,12.531437
0.48808643,1.0,2.0,26.626593
0.55446464,3.0,1.0,29.271967
0.5114276,2.0,2.0,27.205091
0.615571,1.0,2.0,33.465996
0.65187514,2.0,1.0,36.008312
0.589846,2.0,2.0,29.294287
0.30132097,1.0,2.0,21.322832
0.14854066,1.0,1.0,15.535065
0.65149516,1.0,1.0,36.008312
0.50188607,3.0,2.0,27.205091
0.5960592,1.0,1.0,33.17651
0.65021294,3.0,1.0,36.008312
0.55962485,3.0,2.0,29.271967
0.66529936,2.0,2.0,36.085163
0.11825449,1.0,1.0,12.531437
0.5286887,3.0,2.0,28.998066
0.23718734,3.0,2.0,19.651516
0.25589764,2.0,1.0,19.651516
0.09447704,2.0,2.0,11.961511
0.27023944,3.0,2.0,20.158564
0.60641617,2.0,2.0,33.17651
0.41714692,1.0,2.0,24.245125
0.19694251,2.0,1.0,17.499998
0.3958519,2.0,2.0,22.615854
0.6860078,2.0,1.0,41.641685
0.68714607,3.0,2.0,41.641685
0.31177753,3.0,1.0,21.322832
0.18110931,3.0,1.0,17.499998
0.6767962,3.0,2.0,36.085163
0.5957076,1.0,2.0,33.17651
0.27013054,1.0,2.0,20.158564
0.27752292,2.0,1.0,20.158564
0.6844292,3.0,2.0,39.838528
0.12581326,1.0,1.0,14.5745325
0.26500356,3.0,2.0,19.651516
0.12047572,3.0,1.0,14.5745325
0.6512559,2.0,2.0,36.008312
0.52901363,1.0,1.0,28.998066
0.54796004,2.0,2.0,29.271967
0.2468986,1.0,1.0,19.651516
0.56179947,1.0,1.0,29.294287
0.2586599,3.0,1.0,19.651516
0.6652008,3.0,2.0,36.085163
0.6371084,3.0,2.0,33.465996
0.43547338,2.0,2.0,25.300566
0.63775647,2.0,1.0,33.465996
0.49094096,1.0,1.0,26.626593
0.38771778,3.0,2.0,22.615854
0.508368,3.0,2.0,27.205091
0.48649225,3.0,2.0,26.626593
0.10366444,1.0,1.0,11.961511
0.51467824,1.0,2.0,27.205091
0.69592506,2.0,2.0,43.883812
0.14805444,2.0,2.0,14.843857
0.67446387,1.0,2.0,36.085163
0.40927845,3.0,2.0,24.245125
0.34709165,1.0,2.0,21.322832
0.19463024,2.0,1.0,17.499998
0.49671084,2.0,1.0,26.626593
0.49813095,3.0,2.0,26.626593
0.41596946,1.0,1.0,24.245125
0.6537493,1.0,1.0,36.008312
0.58290887,3.0,2.0,29.294287
0.6929384,1.0,2.0,42.799847
0.66812027,3.0,1.0,36.085163
0.5904597,1.0,2.0,29.294287
0.2737456,2.0,1.0,20.158564
0.6302408,3.0,2.0,33.465996
0.593447,1.0,2.0,33.17651
0.5359966,2.0,2.0,28.998066
0.2656405,1.0,2.0,19.651516
0.58156675,3.0,2.0,29.294287
0.5007411,1.0,1.0,27.205091
0.08217155,1.0,2.0,10.864187
0.49412462,2.0,1.0,26.626593
0.06693173,3.0,2.0,9.455333
0.47948983,2.0,2.0,26.626593
0.589191,1.0,1.0,29.294287
0.308603,1.0,1.0,21.322832
0.69296926,1.0,2.0,43.883812
0.051993616,1.0,2.0,6.5664635
0.4262913,2.0,2.0,24.245125
0.14273703,3.0,2.0,14.843857
0.54994106,3.0,2.0,29.271967
0.5409072,1.0,1.0,28.998066
0.24123238,3.0,2.0,19.651516
0.37693954,1.0,1.0,22.615854
0.5792714,3.0,1.0,29.294287
0.6563586,1.0,2.0,36.008312
0.6205872,1.0,1.0,33.465996
0.099064365,1.0,1.0,11.961511
0.08127856,1.0,1.0,10.864187
0.2436524,3.0,1.0,19.651516
0.66700715,1.0,2.0,36.085163
0.058971323,1.0,1.0,8.043224
0.6737549,1.0,1.0,36.085163
0.6031722,3.0,2.0,33.17651
0.56189114,1.0,2.0,29.294287
0.6647104,1.0,2.0,36.085163
0.58704853,3.0,2.0,29.294287
0.4985376,2.0,2.0,26.626593
0.31317246,1.0,1.0,21.322832
0.23411599,3.0,1.0,19.651516
0.45506027,1.0,1.0,25.300566
0.51711226,1.0,1.0,27.205091
0.60171217,1.0,1.0,33.17651
0.57054293,1.0,1.0,29.294287
0.5162848,1.0,1.0,27.205091
0.54572153,1.0,1.0,29.271967
0.366783,3.0,2.0,22.205038
0.6357554,1.0,2.0,33.465996
0.2292482,3.0,1.0,18.63372
0.6753279,1.0,1.0,36.085163
0.26575062,2.0,1.0,20.158564
0.6574953,1.0,2.0,36.008312
0.47710556,3.0,1.0,26.626593
0.39445615,1.0,1.0,22.615854
0.6016041,1.0,1.0,33.17651
0.08537337,2.0,2.0,10.864187
0.4948118,1.0,2.0,26.626593
0.3318579,3.0,1.0,21.322832
0.33696154,2.0,2.0,21.322832
0.6774179,2.0,2.0,37.4427
0.66717756,2.0,1.0,36.085163
0.69408363,3.0,1.0,43.883812
0.22279909,1.0,1.0,18.63372
0.31356275,3.0,2.0,21.322832
0.68214476,3.0,2.0,39.838528
0.6967793,1.0,2.0,45.131943
0.6015703,2.0,2.0,33.17651
0.61628413,3.0,1.0,33.465996
0.25230142,3.0,2.0,19.651516
0.13691327,1.0,2.0,14.5745325
0.38844466,2.0,2.0,22.615854
0.5725494,1.0,1.0,29.294287
0.68459946,1.0,2.0,39.838528
0.42047223,3.0,1.0,24.245125
0.24990733,3.0,2.0,19.651516
0.07885325,1.0,2.0,10.150851
0.08371898,2.0,1.0,10.864187
0.12384049,1.0,1.0,14.5745325
0.53305554,1.0,1.0,28.998066
0.08966368,1.0,1.0,11.961511
0.42843568,3.0,2.0,25.300566
0.23259231,1.0,1.0,19.651516
0.36257797,1.0,1.0,22.205038
0.65389764,2.0,1.0,36.008312
0.4129552,2.0,1.0,24.245125
0.083110474,2.0,1.0,10.864187
0.6588761,1.0,2.0,36.008312
0.45430675,3.0,2.0,25.300566
0.10007156,1.0,1.0,11.961511
0.38381675,1.0,1.0,22.615854
0.5649996,3.0,2.0,29.294287
0.64351916,1.0,1.0,33.465996
0.6377752,3.0,1.0,33.465996
0.067423634,1.0,1.0,9.455333
0.3363583,3.0,1.0,21.322832
0.3016402,1.0,1.0,21.322832
0.47093844,1.0,2.0,26.437496
0.3704703,1.0,1.0,22.615854
0.32481492,1.0,1.0,21.322832
0.58978146,1.0,2.0,29.294287
0.64514905,1.0,1.0,36.008312
0.2313715,2.0,2.0,18.63372
0.43537328,1.0,2.0,25.300566
0.5401152,1.0,2.0,28.998066
0.5388096,3.0,1.0,28.998066
0.65444225,2.0,2.0,36.008312
0.054507077,2.0,1.0,7.007684
0.597965,1.0,1.0,33.17651
0.6345357,1.0,1.0,33.465996
