Volume Fraction,Fiber Shape,Fiber Length,Composite Young's Modulus
0.25190267,3.0,1.0,7.9899907
0.10224208,1.0,2.0,6.2593007
0.23766488,1.0,1.0,7.7093096
0.30563107,1.0,1.0,8.391833
0.38027215,3.0,1.0,9.07335
0.62566245,2.0,2.0,10.683517
0.6872304,2.0,2.0,11.04987
0.67612696,2.0,1.0,10.985244
0.64903325,3.0,2.0,10.772978
0.6388144,2.0,1.0,10.722409
0.43795395,3.0,1.0,9.383915
0.08825412,2.0,1.0,6.1135
0.6442215,2.0,1.0,10.801783
0.1639474,2.0,1.0,7.1812377
0.6701698,1.0,2.0,10.957596
0.5951205,3.0,1.0,10.487011
0.20296128,2.0,2.0,7.485942
0.57253504,1.0,2.0,10.337993
0.30834845,3.0,2.0,8.415682
0.24398045,2.0,1.0,7.8462024
0.20807987,2.0,2.0,7.4762964
0.47856814,3.0,2.0,9.640441
0.570114,2.0,2.0,10.274998
0.6308351,1.0,1.0,10.685549
0.6309111,3.0,2.0,10.683351
0.309986,2.0,2.0,8.392598
0.4872175,2.0,1.0,9.8371725
0.5157668,1.0,1.0,9.959914
0.09215277,3.0,1.0,6.256576
0.39653432,2.0,2.0,9.106668
0.5397427,2.0,2.0,10.114073
0.25538442,3.0,2.0,7.908498
0.18845226,3.0,1.0,7.3652115
0.45223045,1.0,1.0,9.552145
0.08331122,1.0,2.0,6.0482283
0.45017582,1.0,2.0,9.645702
0.17052203,3.0,1.0,7.005996
0.27867013,1.0,1.0,8.012458
0.6719765,2.0,2.0,10.943005
0.578547,3.0,1.0,10.393789
0.13299066,3.0,2.0,6.7949743
0.68782234,2.0,1.0,11.053635
0.074969165,3.0,1.0,5.9588513
0.46527627,1.0,1.0,9.551552
0.40889993,3.0,2.0,9.267828
0.108235925,1.0,1.0,6.293013
0.23591097,2.0,1.0,7.8406477
0.086684026,3.0,1.0,6.143035
0.12260709,1.0,1.0,6.6621375
0.63119197,1.0,2.0,10.726068
0.065165415,3.0,1.0,5.8544307
0.117056,3.0,1.0,6.553805
0.34374964,2.0,2.0,8.805598
0.62607706,3.0,1.0,10.713543
0.5243311,2.0,2.0,10.0637045
0.6640276,1.0,2.0,10.900533
0.35848624,2.0,1.0,8.855207
0.21864972,1.0,2.0,7.455841
0.3547891,3.0,2.0,8.823536
0.31434098,2.0,2.0,8.386
0.4653187,2.0,1.0,9.668218
0.63105816,2.0,1.0,10.717696
0.5030126,3.0,2.0,9.945054
0.6188626,1.0,1.0,10.577291
0.6776387,2.0,2.0,11.009227
0.069002934,2.0,2.0,5.853446
0.14420839,2.0,2.0,6.8985558
0.6594016,1.0,1.0,10.903329
0.49160475,3.0,2.0,9.871023
0.058230307,3.0,2.0,5.706253
0.17534828,2.0,2.0,7.161433
0.1313213,3.0,1.0,6.697601
0.08251859,3.0,2.0,6.0778284
0.6429033,3.0,1.0,10.767942
0.5159046,1.0,1.0,9.976484
0.35504735,2.0,2.0,8.814172
0.38313004,2.0,2.0,8.932594
0.419589,2.0,1.0,9.332584
0.16584931,3.0,1.0,6.985033
0.64095867,3.0,2.0,10.753384
0.10401109,3.0,2.0,6.400327
0.055907864,2.0,1.0,5.675929
0.6196019,1.0,1.0,10.629156
0.598098,3.0,2.0,10.485021
0.5426077,3.0,2.0,10.095347
0.5525999,1.0,1.0,10.187162
0.07541829,3.0,2.0,5.919764
0.4833445,3.0,2.0,9.823832
0.67546207,2.0,2.0,10.9608135
0.10685935,2.0,2.0,6.349997
0.6496702,2.0,1.0,10.814728
0.20463872,1.0,1.0,7.4982786
0.65150106,2.0,1.0,10.835423
0.08587448,3.0,1.0,6.1616635
0.057657126,1.0,1.0,5.6665583
0.65530854,2.0,1.0,10.863572
0.22436872,2.0,1.0,7.663214
0.18838376,2.0,2.0,7.280299
0.3105628,3.0,2.0,8.404319
0.39287403,2.0,1.0,9.2372875
0.26588267,2.0,1.0,8.045968
0.3816141,3.0,1.0,9.095238
0.31475592,2.0,1.0,8.435509
0.18010755,1.0,2.0,7.090179
0.14209376,2.0,1.0,6.7259693
0.61801904,1.0,1.0,10.581621
0.080573775,1.0,2.0,6.0271764
0.22318414,2.0,1.0,7.674793
0.44181287,2.0,1.0,9.5139675
0.58667785,3.0,2.0,10.398076
0.060988314,2.0,1.0,5.759167
0.37735975,2.0,2.0,8.9441395
0.30530286,2.0,2.0,8.385676
0.5341636,1.0,1.0,9.9968815
0.6717121,2.0,2.0,10.960309
0.15864402,1.0,2.0,7.0914083
0.3991006,3.0,2.0,9.038779
0.462337,1.0,1.0,9.562262
0.100141615,2.0,1.0,6.2855034
0.6364875,1.0,1.0,10.695788
0.22693248,3.0,2.0,7.741081
0.20503263,2.0,2.0,7.4782596
0.66383576,2.0,2.0,10.884142
0.059070934,1.0,1.0,5.7183504
0.05957947,3.0,1.0,5.7186136
0.06873478,1.0,2.0,5.8420444
0.6769997,3.0,2.0,11.023955
0.05836739,1.0,2.0,5.6754975
0.5155606,1.0,2.0,10.03057
0.5066846,1.0,1.0,9.956469
0.31319273,2.0,1.0,8.422159
0.47831374,2.0,2.0,9.655117
0.63481814,1.0,1.0,10.664518
0.64549977,3.0,1.0,10.763668
0.6163863,2.0,1.0,10.619221
0.10113164,2.0,2.0,6.2555223
0.44234276,2.0,1.0,9.537919
0.5925539,2.0,1.0,10.447488
0.68099827,2.0,2.0,11.020291
0.43981308,1.0,1.0,9.434495
0.08246449,1.0,2.0,6.0183825
0.42211783,3.0,2.0,9.334037
0.09558217,3.0,2.0,6.238707
0.1979018,2.0,1.0,7.3102045
0.13687436,1.0,2.0,6.679868
0.66200507,2.0,2.0,10.869217
0.5260471,2.0,1.0,10.187856
0.69392633,1.0,1.0,11.104369
0.07878815,1.0,1.0,5.9981
0.23709042,3.0,1.0,7.902179
0.14840238,2.0,2.0,6.938807
0.21873748,1.0,1.0,7.5125523
0.46946406,1.0,2.0,9.677372
0.08217966,1.0,2.0,6.012486
0.23900744,3.0,1.0,7.919663
0.48470917,1.0,1.0,9.645803
0.20370227,1.0,1.0,7.51562
0.43357378,3.0,1.0,9.367744
0.62383527,1.0,2.0,10.633567
0.5231722,2.0,2.0,10.06743
0.6602162,1.0,2.0,10.85589
0.112663016,1.0,1.0,6.4391565
0.06190641,1.0,2.0,5.7574964
0.07266475,3.0,1.0,5.940942
0.68029743,3.0,2.0,11.028161
0.68506026,3.0,1.0,11.049588
0.58630425,2.0,1.0,10.4245405
0.07339164,3.0,1.0,5.9684033
0.59431267,1.0,2.0,10.5032
0.34413627,1.0,2.0,8.694716
0.1880583,3.0,2.0,7.304898
0.07385428,1.0,1.0,5.9021406
0.59134257,1.0,1.0,10.480684
0.565417,1.0,2.0,10.309807
0.6378226,1.0,1.0,10.748498
0.31526607,1.0,2.0,8.426359
0.3601607,2.0,2.0,8.827008
0.6239001,2.0,1.0,10.612203
0.52613866,3.0,2.0,9.979909
0.075151265,3.0,1.0,5.96095
0.622531,2.0,1.0,10.618644
0.4877071,1.0,2.0,9.786058
0.07703574,2.0,1.0,5.9820676
0.6297409,2.0,2.0,10.724986
0.23335959,1.0,2.0,7.766958
0.6453941,2.0,2.0,10.7760315
0.39613685,2.0,1.0,9.315911
0.1865751,2.0,2.0,7.2622514
0.42134097,2.0,1.0,9.42142
0.6202988,1.0,2.0,10.636773
0.3754066,3.0,2.0,8.919955
0.22651184,3.0,1.0,7.722073
0.2503871,1.0,1.0,7.7293196
0.37320802,3.0,2.0,8.915281
0.36932576,2.0,1.0,8.952022
0.65013975,3.0,2.0,10.786319
0.08404636,3.0,1.0,6.003597
0.6781193,2.0,1.0,11.004915
0.2700855,1.0,1.0,7.9965663
0.6046232,1.0,2.0,10.527022
0.64496505,2.0,2.0,10.778272
0.6460166,2.0,2.0,10.769335
0.60092777,1.0,2.0,10.496882
0.18156506,1.0,1.0,7.194584
0.5966139,3.0,2.0,10.413884
0.66310275,3.0,2.0,10.886984
0.5539328,2.0,2.0,10.244333
0.5094444,1.0,2.0,9.93332
0.28408632,1.0,2.0,8.248424
0.053371977,1.0,1.0,5.6075444
0.496747,3.0,2.0,9.873635
0.6806173,1.0,1.0,11.036221
0.13054876,2.0,2.0,6.6328936
0.15528727,1.0,2.0,6.925186
0.08726975,2.0,2.0,6.0819025
0.48189318,2.0,2.0,9.727712
0.23377945,3.0,1.0,7.724853
0.4225017,1.0,2.0,9.387799
0.5996232,1.0,1.0,10.53601
0.14062637,1.0,1.0,6.6987233
0.58228976,3.0,2.0,10.398327
0.3065017,3.0,2.0,8.410174
0.10443282,2.0,2.0,6.2611575
0.6050812,2.0,2.0,10.552795
0.13512823,2.0,2.0,6.657455
0.6482241,1.0,2.0,10.8269005
0.102824144,3.0,2.0,6.215381
0.49549013,2.0,1.0,9.82502
0.63153243,2.0,1.0,10.714366
0.5650167,2.0,2.0,10.2585335
0.22139814,1.0,1.0,7.50941
0.08164811,1.0,1.0,6.0079594
0.69171894,3.0,1.0,11.102645
0.48926356,1.0,1.0,9.81168
0.10657044,2.0,2.0,6.2708917
0.6104617,1.0,2.0,10.59256
0.0715179,2.0,1.0,5.8783927
0.40949786,1.0,2.0,9.393395
0.27667755,2.0,1.0,8.068564
0.21889207,3.0,1.0,7.7249722
0.58900553,1.0,2.0,10.460495
0.18122675,2.0,2.0,7.2406173
0.65432703,2.0,1.0,10.858248
0.35940483,2.0,2.0,8.815884
0.2245267,3.0,2.0,7.6772165
0.34840003,3.0,1.0,8.837135
0.36747915,1.0,2.0,8.889462
0.2604001,1.0,1.0,7.83359
0.6873552,1.0,2.0,11.035657
0.2567013,2.0,2.0,7.816158
0.5978881,1.0,1.0,10.468531
0.4264686,2.0,1.0,9.427548
0.54586726,2.0,2.0,10.254865
0.4188753,2.0,1.0,9.30586
0.3148692,3.0,1.0,8.395937
0.1340293,1.0,1.0,6.7023463
0.18907903,1.0,1.0,7.2350473
0.4251398,3.0,1.0,9.359088
0.6658504,2.0,1.0,10.918725
0.58813214,3.0,1.0,10.48082
0.085399896,2.0,1.0,6.1096025
0.6217886,1.0,2.0,10.633734
0.6473505,3.0,1.0,10.865587
0.077906735,3.0,1.0,5.944599
0.20353311,3.0,1.0,7.4764614
0.5546019,1.0,2.0,10.245446
0.45043316,2.0,2.0,9.401716
0.40881404,2.0,1.0,9.299152
0.67605805,1.0,1.0,10.979049
0.1625089,3.0,2.0,7.092311
0.595533,1.0,1.0,10.4688225
0.17541857,3.0,2.0,7.161097
0.10734037,2.0,1.0,6.274618
0.44726595,1.0,2.0,9.556489
0.099445544,2.0,2.0,6.2515683
0.18529207,3.0,2.0,7.2444825
0.24632838,3.0,1.0,7.923888
0.099398315,3.0,1.0,6.3435826
0.66469204,2.0,2.0,10.920043
0.6410138,3.0,1.0,10.746354
0.17545134,3.0,2.0,7.1516576
0.6724743,1.0,2.0,10.950004
0.34638822,2.0,1.0,8.859323
0.61430156,1.0,2.0,10.632156
0.4079376,3.0,2.0,9.269607
0.28855148,3.0,2.0,8.398112
0.39383182,1.0,1.0,9.309672
0.62025684,3.0,1.0,10.588815
0.63203794,3.0,2.0,10.70918
0.32213175,1.0,2.0,8.4348
0.63878113,2.0,2.0,10.750361
0.26728782,3.0,2.0,7.9577684
0.6473074,1.0,1.0,10.822045
0.64207435,3.0,1.0,10.742747
0.5794453,1.0,2.0,10.413322
0.38882837,3.0,2.0,9.032765
0.6254322,3.0,2.0,10.669726
0.259431,3.0,2.0,7.8850303
0.11031988,2.0,1.0,6.495927
0.17505759,3.0,2.0,7.1596255
0.16506387,3.0,2.0,7.088096
0.14289601,1.0,2.0,6.7748795
0.62206155,3.0,1.0,10.652241
0.10533704,1.0,1.0,6.3027396
0.09008948,2.0,2.0,6.1307287
0.09397917,1.0,2.0,6.1619096
0.50456023,1.0,1.0,9.953392
0.6662219,1.0,1.0,10.926817
0.38099077,3.0,1.0,9.058968
0.13264377,2.0,1.0,6.5888343
0.6335425,3.0,1.0,10.731021
0.47891265,1.0,1.0,9.631217
0.05960659,1.0,2.0,5.7122984
0.64257735,2.0,2.0,10.761558
0.16809282,3.0,1.0,7.0158143
0.41837633,1.0,2.0,9.388681
0.61106855,2.0,2.0,10.57731
0.12958966,3.0,2.0,6.6248436
0.6580432,2.0,2.0,10.825267
0.5324192,1.0,2.0,10.073437
0.47292143,1.0,1.0,9.608933
0.19048938,3.0,2.0,7.344731
0.61543614,1.0,1.0,10.571274
0.6358269,3.0,2.0,10.767968
0.6909429,2.0,2.0,11.094455
0.36220306,3.0,2.0,8.915357
0.17204715,3.0,1.0,7.0293207
0.13391183,3.0,2.0,6.781998
0.39361203,2.0,1.0,9.323898
0.18828186,3.0,1.0,7.285026
0.40920395,2.0,1.0,9.308808
0.6640579,2.0,1.0,10.856065
0.08248925,2.0,2.0,6.0714483
0.11731891,3.0,2.0,6.633503
0.6022944,3.0,2.0,10.465574
0.5976728,3.0,1.0,10.475827
0.62434566,2.0,1.0,10.66485
0.66446054,2.0,1.0,10.891829
0.6405512,3.0,1.0,10.731211
0.6212816,1.0,2.0,10.6455765
0.57999045,1.0,1.0,10.489408
0.6476615,2.0,1.0,10.818415
0.07724956,1.0,2.0,5.963647
0.584329,1.0,2.0,10.4215555
0.6738753,1.0,2.0,10.971517
0.17944102,1.0,1.0,7.1985154
0.6213275,1.0,1.0,10.621973
0.26825672,3.0,2.0,8.10815
0.3533792,2.0,1.0,8.863135
0.37950853,2.0,1.0,9.000205
0.642979,3.0,1.0,10.7899885
0.51328766,1.0,2.0,9.939627
0.60827255,3.0,2.0,10.54781
0.57095736,3.0,1.0,10.330596
0.5762235,1.0,1.0,10.332303
0.31017786,2.0,1.0,8.420864
0.48550543,3.0,2.0,9.861439
0.5783837,3.0,2.0,10.381859
0.61934376,2.0,1.0,10.598238
0.079355195,2.0,2.0,5.959726
0.66478044,1.0,2.0,10.929063
0.29521888,3.0,2.0,8.418054
0.46629357,1.0,2.0,9.66176
0.1746397,3.0,2.0,7.1343884
0.4210026,2.0,2.0,9.188341
0.3736431,2.0,2.0,8.902204
0.67201114,2.0,2.0,10.979407
0.5844542,1.0,2.0,10.429536
0.50020415,1.0,2.0,9.773862
0.20575702,1.0,2.0,7.446091
0.271669,1.0,2.0,8.036658
0.4901887,3.0,1.0,9.816532
0.065411285,2.0,1.0,5.790357
0.20257874,1.0,1.0,7.496588
0.3083956,3.0,2.0,8.41679
0.6577018,3.0,2.0,10.863245
0.607458,3.0,2.0,10.527291
0.05909338,3.0,2.0,5.7205524
0.13488615,1.0,2.0,6.614368
0.6380337,2.0,1.0,10.711154
0.27659398,3.0,1.0,8.3072195
0.68266654,3.0,1.0,11.001122
0.67373425,1.0,1.0,10.994793
0.52527356,3.0,1.0,10.176237
0.6313216,1.0,2.0,10.770467
0.16847628,1.0,2.0,7.1018057
0.49809873,2.0,2.0,9.714447
0.13638432,2.0,2.0,6.8885646
0.590281,2.0,2.0,10.43757
0.62996083,1.0,1.0,10.665772
0.4508254,3.0,2.0,9.6000595
0.22021016,1.0,2.0,7.4614005
0.5975202,1.0,1.0,10.46625
0.46502525,3.0,2.0,9.645012
0.6652352,3.0,2.0,10.912165
0.6955098,3.0,2.0,11.131942
0.11971712,3.0,1.0,6.5539374
0.39656216,2.0,2.0,9.1154175
0.5680973,2.0,2.0,10.274723
0.40901998,1.0,1.0,9.283547
0.10909999,2.0,1.0,6.4836307
0.6406166,2.0,1.0,10.765566
0.6380577,1.0,2.0,10.805691
0.53143317,3.0,1.0,10.154416
0.060257733,2.0,1.0,5.715135
0.5684231,1.0,1.0,10.316388
0.68271327,1.0,2.0,11.024753
0.58844525,3.0,1.0,10.488312
0.6576586,1.0,1.0,10.8895
0.17060666,3.0,2.0,7.0676713
0.5920604,2.0,1.0,10.459834
0.49573106,2.0,1.0,9.84973
0.25828147,2.0,2.0,7.864051
0.59801626,3.0,1.0,10.486852
0.19245487,2.0,1.0,7.2651772
0.29901636,3.0,1.0,8.316935
0.6871166,2.0,2.0,11.062388
0.6552783,1.0,2.0,10.84333
0.66843206,3.0,2.0,10.923985
0.41611508,3.0,1.0,9.366229
0.600563,2.0,2.0,10.513569
0.29341865,3.0,2.0,8.415568
0.6933662,3.0,2.0,11.09887
0.6714574,3.0,1.0,10.956363
0.4467861,3.0,2.0,9.505085
0.6149226,3.0,1.0,10.59942
0.07846869,3.0,1.0,5.963906
0.67123663,2.0,2.0,10.937916
0.09773188,3.0,1.0,6.282951
0.4850128,1.0,1.0,9.623346
0.45928434,3.0,2.0,9.615523
0.052323215,3.0,2.0,5.6051807
0.68574476,1.0,1.0,11.059393
0.16926347,3.0,1.0,7.0044465
0.6030064,1.0,1.0,10.553571
0.08103293,2.0,1.0,6.027088
0.60149306,3.0,1.0,10.472029
0.65808797,1.0,1.0,10.90306
0.36220735,3.0,1.0,8.834831
0.51262105,3.0,1.0,9.984474
0.13327818,2.0,2.0,6.6421037
0.62596256,1.0,1.0,10.670306
0.13627289,1.0,2.0,6.6780677
0.17011087,2.0,2.0,7.157087
0.31571048,3.0,2.0,8.411394
0.65472573,2.0,2.0,10.833529
0.3069803,1.0,2.0,8.423915
0.28992745,2.0,2.0,8.415798
0.21231093,2.0,2.0,7.468993
0.52773786,3.0,1.0,10.160832
0.44592962,1.0,1.0,9.441595
0.5877652,3.0,1.0,10.4115095
0.5223786,2.0,2.0,10.002615
0.6176615,3.0,2.0,10.609907
0.36182526,2.0,1.0,8.859836
0.16804077,2.0,2.0,7.0062523
0.18820377,3.0,2.0,7.287525
0.62604606,1.0,1.0,10.667087
0.66305506,3.0,2.0,10.859212
0.3213816,3.0,1.0,8.525899
0.09048893,1.0,1.0,6.142526
0.564648,1.0,2.0,10.295121
0.33017328,3.0,1.0,8.663415
0.110522754,1.0,1.0,6.432991
0.61195445,2.0,2.0,10.567383
0.6471175,2.0,1.0,10.812436
0.16658732,2.0,2.0,7.0030766
0.606636,1.0,1.0,10.56962
0.5411498,3.0,2.0,10.073772
0.47399092,3.0,2.0,9.6404915
0.10529818,3.0,2.0,6.3942246
0.18379161,3.0,1.0,7.1716585
0.44341236,1.0,1.0,9.421319
0.31620756,3.0,1.0,8.400522
0.07325449,1.0,1.0,5.9310865
0.14259216,1.0,1.0,6.7539883
0.0940944,1.0,2.0,6.1496267
0.5053276,2.0,1.0,9.87289
0.57595557,3.0,1.0,10.380209
0.16744657,3.0,1.0,6.9808693
0.6251452,2.0,1.0,10.662232
0.5159108,1.0,2.0,10.012439
0.22277786,3.0,2.0,7.6637473
0.65807194,2.0,1.0,10.8408985
0.18688515,2.0,1.0,7.2482877
0.3181018,1.0,1.0,8.38339
0.052941203,3.0,1.0,5.6281533
0.1426357,3.0,1.0,6.925906
0.11872021,1.0,2.0,6.5217953
0.5470568,1.0,1.0,10.183836
0.07688179,3.0,1.0,5.9748974
0.15628558,2.0,2.0,6.924302
0.20039141,1.0,2.0,7.4629745
0.2877646,3.0,2.0,8.144531
0.12811477,1.0,1.0,6.6908092
0.35844046,2.0,1.0,8.868617
0.39785838,3.0,2.0,9.030667
0.3779266,2.0,1.0,8.998545
0.37758702,2.0,2.0,8.935032
0.5303479,2.0,1.0,10.184042
0.52445227,1.0,2.0,10.079364
0.6842984,3.0,2.0,11.014134
0.0965901,2.0,1.0,6.2771087
0.66944826,3.0,2.0,10.919295
0.4460989,1.0,2.0,9.566453
0.06699316,1.0,2.0,5.8476496
0.6670174,1.0,1.0,10.934513
0.15692416,2.0,2.0,6.930455
0.31676543,2.0,1.0,8.450414
0.34074596,3.0,2.0,8.629967
0.60460943,2.0,1.0,10.531161
0.6059447,3.0,2.0,10.520007
0.64753944,1.0,2.0,10.837334
0.58482975,3.0,2.0,10.38347
0.6206754,3.0,1.0,10.592348
0.5043292,3.0,1.0,9.960744
0.4003177,3.0,2.0,9.022883
0.5565485,3.0,1.0,10.234486
0.50012666,2.0,2.0,9.949824
0.17718752,1.0,1.0,7.1116266
0.63702214,1.0,1.0,10.748167
0.18894044,3.0,2.0,7.3711467
0.08623621,2.0,2.0,6.092148
0.41485456,3.0,1.0,9.380398
0.6488107,2.0,1.0,10.808313
0.10968598,1.0,1.0,6.396975
0.67869616,1.0,1.0,10.996177
0.39402664,3.0,1.0,9.177004
0.2111745,2.0,1.0,7.3718367
0.66270643,1.0,2.0,10.886099
0.53693163,2.0,1.0,10.163657
0.20099008,1.0,1.0,7.400989
0.45262128,2.0,2.0,9.52414
0.1807065,1.0,2.0,7.095537
0.69308984,3.0,1.0,11.07302
0.35715315,1.0,2.0,8.787655
0.33357885,2.0,1.0,8.770003
0.060002368,1.0,1.0,5.7378216
0.65648377,1.0,1.0,10.872863
0.65553766,2.0,1.0,10.841627
0.3504929,2.0,1.0,8.868378
0.653711,2.0,2.0,10.818871
0.17626049,1.0,2.0,7.090407
0.12813161,3.0,1.0,6.5750885
0.19453935,3.0,2.0,7.364887
0.5509453,3.0,1.0,10.181454
0.5655072,1.0,1.0,10.333339
0.65819234,2.0,1.0,10.860682
0.37224454,1.0,1.0,8.96336
0.630462,1.0,2.0,10.648126
0.22878154,3.0,2.0,7.7319884
0.48798406,1.0,1.0,9.675066
0.6404131,2.0,1.0,10.755353
0.6254121,2.0,2.0,10.610941
0.6802462,3.0,1.0,11.021256
0.6639182,2.0,2.0,10.94473
0.50356406,1.0,1.0,9.834261
0.6431505,1.0,2.0,10.787573
0.64411944,2.0,2.0,10.775852
0.47235027,1.0,1.0,9.626774
0.22185825,2.0,1.0,7.5033073
0.6057924,1.0,1.0,10.582962
0.41325274,1.0,1.0,9.284446
0.5290072,2.0,1.0,10.16603
0.54549736,1.0,1.0,10.200036
0.29374653,2.0,2.0,8.411346
0.5566966,3.0,1.0,10.226193
0.17273028,3.0,1.0,7.0428753
0.1658829,1.0,2.0,7.078246
0.22099441,1.0,2.0,7.7079563
0.65845853,1.0,1.0,10.905258
0.18190087,2.0,2.0,7.2550707
0.06723642,3.0,1.0,5.876316
0.49587467,1.0,1.0,9.814942
0.6496136,3.0,2.0,10.785433
0.08616694,1.0,1.0,6.05116
0.331585,2.0,2.0,8.824697
0.057848513,3.0,1.0,5.6941953
0.66790366,3.0,2.0,10.93301
0.054331258,3.0,1.0,5.6480894
0.652166,3.0,1.0,10.859847
0.17546788,2.0,1.0,7.187521
0.11774533,3.0,1.0,6.557045
0.30414817,1.0,1.0,8.29941
0.28803092,3.0,2.0,8.394449
0.69750017,2.0,2.0,11.133872
0.39804685,3.0,1.0,9.319968
0.6109196,2.0,1.0,10.613489
0.46791068,2.0,2.0,9.668965
0.55466205,2.0,2.0,10.243565
0.08683374,3.0,1.0,6.148571
0.42493343,1.0,1.0,9.323575
0.19887993,1.0,1.0,7.215951
0.6058243,1.0,2.0,10.533086
0.05887919,1.0,1.0,5.7123823
0.59120595,3.0,2.0,10.404052
0.41661248,1.0,2.0,9.38705
0.5083411,3.0,2.0,9.925265
0.68116045,2.0,1.0,11.029993
0.4716769,1.0,2.0,9.647564
0.111325905,3.0,1.0,6.3546205
0.3901701,2.0,2.0,8.949556
0.35323146,2.0,1.0,8.861207
0.5647188,2.0,2.0,10.264909
0.3043764,3.0,1.0,8.299416
0.25047755,1.0,2.0,7.8760576
0.18871039,3.0,2.0,7.305903
0.5514992,3.0,2.0,10.210016
0.17910188,2.0,2.0,7.230249
0.3044544,1.0,2.0,8.424388
0.64520466,3.0,1.0,10.767054
0.6381365,1.0,1.0,10.745282
0.075605735,1.0,1.0,5.911919
0.6720329,1.0,2.0,10.979645
0.6545289,2.0,1.0,10.831973
0.4143888,3.0,2.0,9.274104
0.6852692,3.0,1.0,11.061212
0.11504441,3.0,1.0,6.345276
0.32495165,2.0,1.0,8.50711
0.08616006,2.0,1.0,6.1008887
0.052833304,2.0,1.0,5.6265445
0.62012345,3.0,2.0,10.628636
0.05211881,1.0,1.0,5.607654
0.66479814,3.0,2.0,10.880076
0.56727797,2.0,2.0,10.254244
0.5802172,2.0,1.0,10.427781
0.63440967,3.0,1.0,10.736341
0.2844702,2.0,1.0,8.170359
0.67654854,3.0,2.0,11.003189
0.4904625,3.0,2.0,9.858923
0.34542054,2.0,1.0,8.749433
0.14572735,1.0,2.0,6.870311
0.38860235,2.0,2.0,8.913115
0.4637757,3.0,2.0,9.666645
0.55814123,1.0,2.0,10.306417
0.57326883,2.0,2.0,10.401631
0.66306126,2.0,2.0,10.890429
0.46164724,3.0,1.0,9.616459
0.6432372,1.0,1.0,10.778945
0.069811545,3.0,1.0,5.8797417
0.6570335,3.0,2.0,10.848763
0.6405412,1.0,2.0,10.806246
0.6480335,1.0,2.0,10.818688
0.638544,3.0,2.0,10.767372
0.2655787,1.0,2.0,7.973004
0.36108005,3.0,2.0,8.837064
0.6344666,2.0,1.0,10.722508
0.5571657,1.0,2.0,10.254768
0.21128982,3.0,2.0,7.4757166
0.642703,2.0,1.0,10.779988
0.4051904,2.0,2.0,9.116444
0.17745389,2.0,1.0,7.166643
0.582059,2.0,2.0,10.388712
0.55742997,1.0,1.0,10.299723
0.16493122,2.0,1.0,7.1676054
0.3290975,3.0,2.0,8.397122
0.17903759,1.0,2.0,7.0736585
0.6045274,2.0,2.0,10.517679
0.6247196,1.0,2.0,10.638586
0.27334526,3.0,1.0,8.092011
0.5447822,1.0,1.0,10.200546
0.40789568,3.0,2.0,9.043366
0.39105716,2.0,1.0,9.2225895
0.1894591,1.0,2.0,7.2065744
0.18499164,1.0,1.0,7.1960325
0.66742647,1.0,2.0,10.930289
0.45596722,2.0,2.0,9.662483
0.24799803,2.0,1.0,7.8604813
0.26520097,3.0,1.0,8.040199
0.63079923,2.0,1.0,10.717678
0.6217467,1.0,2.0,10.64342
0.14745906,2.0,2.0,6.946717
0.68203574,3.0,1.0,11.012135
0.5700383,1.0,2.0,10.286396
0.56454116,1.0,2.0,10.303925
0.61371756,1.0,1.0,10.586858
0.26010132,3.0,1.0,7.975677
0.6428563,2.0,2.0,10.761178
0.068026185,2.0,1.0,5.8757854
0.6290248,3.0,2.0,10.661433
0.6023918,3.0,1.0,10.475022
0.39340985,2.0,2.0,9.116696
0.52621746,3.0,2.0,9.983471
0.55031824,1.0,2.0,10.255219
0.6070228,1.0,1.0,10.587525
0.19478752,1.0,2.0,7.4686246
0.18089403,1.0,1.0,7.180269
0.620185,2.0,2.0,10.582182
0.3881166,3.0,2.0,9.027948
0.052860755,1.0,1.0,5.6142035
0.25662762,1.0,1.0,7.823898
0.68074024,2.0,1.0,11.017775
0.5103129,3.0,2.0,9.9300585
0.2534037,1.0,2.0,7.900187
0.62226397,2.0,2.0,10.582853
0.07484583,1.0,1.0,5.9313755
0.6166752,1.0,1.0,10.568263
0.680491,3.0,2.0,11.022964
0.66696364,3.0,2.0,10.887635
0.64055896,1.0,1.0,10.741929
0.21440704,3.0,2.0,7.541763
0.28182852,2.0,2.0,8.250527
0.665919,3.0,2.0,10.894386
0.633959,2.0,1.0,10.700865
0.45044893,2.0,2.0,9.404387
0.13823876,2.0,1.0,6.5901
0.5368107,3.0,1.0,10.177047
0.28560278,1.0,1.0,8.295819
0.6630762,1.0,1.0,10.912598
0.5771899,1.0,2.0,10.396678
0.51079327,3.0,1.0,9.966201
0.39292216,1.0,2.0,9.010562
0.09886025,3.0,1.0,6.272246
0.4499699,3.0,2.0,9.587122
0.60196644,1.0,1.0,10.566203
0.24708188,3.0,1.0,7.9063954
0.16351229,2.0,1.0,7.1824784
0.23994778,3.0,2.0,7.715741
0.64296687,1.0,2.0,10.798756
0.383629,3.0,1.0,9.112339
0.26753932,3.0,2.0,8.09699
0.07608832,3.0,2.0,5.957595
0.55611724,3.0,1.0,10.233628
0.44525996,2.0,1.0,9.513915
0.28529003,2.0,2.0,8.394176
0.64139366,3.0,2.0,10.771218
0.6795022,2.0,2.0,11.014021
0.30968016,1.0,1.0,8.392933
